Account,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago
@BBC,-0.1779,Sat Nov 04 09:30:04 +0000 2017,0.805,0.195,0.0,Gossip travels fast in Shetland. 😂 Via @BBCTheSocial. https://t.co/vzZq1YZUYI,77
@BBC,0.8225,Sat Nov 04 09:24:21 +0000 2017,0.699,0.0,0.301,"RT @BBCCiN: The best brains in Britain are building life-changing solutions for children in the #CiN Big Life Fix special.

@BBCTwo​ Wed 8t…",78
@BBC,0.4019,Sat Nov 04 09:23:31 +0000 2017,0.856,0.0,0.144,"RT @CBeebiesHQ: Whatever the weather, keep your kids entertained this #autumn with these 5 ideas...

🍁🍂 https://t.co/wT8oVaVYqg 🙌

@HEYDUGG…",79
@BBC,0.7351,Sat Nov 04 09:22:39 +0000 2017,0.788,0.0,0.212,"RT @5liveSport: ""My kids saw me in a state that a kid should never see his Dad""

This is powerful stuff: 
Stiliyan Petrov on his brave batt…",80
@BBC,0.4877,Sat Nov 04 15:32:06 +0000 2017,0.843,0.0,0.157,"Amy Winehouse, @Adele, @LoyleCarner &amp; @EllaEyre all went to @TheBRITSchool. But it's more than just a fame academy.… https://t.co/u4UL7qZKCr",81
@BBC,0.0,Sat Nov 04 15:00:12 +0000 2017,1.0,0.0,0.0,Trucker culture is dying with automation – and with it millions of jobs. 🚛 https://t.co/UgdVkYIbFU https://t.co/71XSYxlaZt,82
@BBC,0.5994,Sat Nov 04 14:53:43 +0000 2017,0.837,0.0,0.163,"RT @BBCMOTD: Peter Crouch = super sub.

His 15th goal as a sub.

Only Defoe (23), Kanu and Solskjaer (17) have more.

https://t.co/8UftsSAX…",83
@BBC,0.0,Sat Nov 04 14:53:11 +0000 2017,1.0,0.0,0.0,"RT @BBCSport: FT England 29-10 Lebanon

Get all the reaction on @BBCTwo &amp; @5liveSport Extra 👉 https://t.co/KklI8h3yma #RLWC2017 #bbcrl #ENG…",84
@BBC,0.0,Sat Nov 04 14:52:17 +0000 2017,1.0,0.0,0.0,"RT @BBCSport: Felipe Massa will retire from #F1  at the end of this season.

Find out more👉 https://t.co/STCmQnwvzK https://t.co/eSlDcW15wV",85
@BBC,0.4588,Sat Nov 04 14:44:58 +0000 2017,0.857,0.0,0.143,"RT @BBCOne: Welcome to the family business. 

@jginorton leads an all-star cast in #McMafia. Coming soon to @BBCOne. https://t.co/We5GwJk4i0",86
@BBC,0.0,Sat Nov 04 14:26:38 +0000 2017,1.0,0.0,0.0,RT @bbcthree: This barber reminds us how small actions can make a big difference. https://t.co/YelP68UZxh,87
@BBC,0.6369,Sat Nov 04 14:26:06 +0000 2017,0.846,0.0,0.154,"Did you know there’s a best time to eat, think &amp; do sport? It’s not just our brain's clock that keeps time for us.… https://t.co/76BDqzsz7k",88
@BBC,-0.6249,Sat Nov 04 14:03:04 +0000 2017,0.638,0.362,0.0,Police discover a suspected 'WW2 bomb' is actually a big courgette. https://t.co/YyKrAVnycQ https://t.co/vdZnam8Bjt,89
@BBC,-0.3612,Sat Nov 04 13:30:07 +0000 2017,0.878,0.122,0.0,"'We have our stories, struggles &amp; power. We just need to be represented.' Meet the photographer reframing beauty.📸✊… https://t.co/bPTmyHcNfy",90
@BBC,0.0,Sat Nov 04 13:03:09 +0000 2017,1.0,0.0,0.0,🚀 ✨ Did you know that Disney is the largest consumer of fireworks in the world? More firework facts 👉… https://t.co/QLVen2LXWX,91
@BBC,0.0,Sat Nov 04 12:32:03 +0000 2017,1.0,0.0,0.0,Can’t get enough of #BluePlanet2? Take a deeper dive into the science of the show with this podcast. 👉… https://t.co/qhoRuQ0PXz,92
@BBC,-0.3182,Sat Nov 04 12:03:04 +0000 2017,0.881,0.119,0.0,"Twitter users were left confused after the name ""Sue"" was discovered etched into an Oxfordshire field. #WhoIsSue… https://t.co/VZFnZ62n7A",93
@BBC,-0.25,Sat Nov 04 11:30:05 +0000 2017,0.693,0.172,0.135,"To celebrate Murder on the Orient Express hitting UK cinemas, here are seven train movies to set the pulse racing.… https://t.co/PqTALE0vcn",94
@BBC,0.0,Sat Nov 04 11:01:02 +0000 2017,1.0,0.0,0.0,Someone has farted on @grahnort's sofa...but who was it? 😂 (Via @BBCOne) https://t.co/zG2YvGvac9,95
@BBC,-0.1531,Sat Nov 04 10:30:05 +0000 2017,0.675,0.155,0.171,There remains intense interest in Ruan Lingyu &amp; the mystery surrounding her death. Who was the enigmatic film star?… https://t.co/hFtAJiePry,96
@BBC,-0.1779,Sat Nov 04 09:30:04 +0000 2017,0.805,0.195,0.0,Gossip travels fast in Shetland. 😂 Via @BBCTheSocial. https://t.co/vzZq1YZUYI,97
@BBC,0.8225,Sat Nov 04 09:24:21 +0000 2017,0.699,0.0,0.301,"RT @BBCCiN: The best brains in Britain are building life-changing solutions for children in the #CiN Big Life Fix special.

@BBCTwo​ Wed 8t…",98
@BBC,0.4019,Sat Nov 04 09:23:31 +0000 2017,0.856,0.0,0.144,"RT @CBeebiesHQ: Whatever the weather, keep your kids entertained this #autumn with these 5 ideas...

🍁🍂 https://t.co/wT8oVaVYqg 🙌

@HEYDUGG…",99
@BBC,0.7351,Sat Nov 04 09:22:39 +0000 2017,0.788,0.0,0.212,"RT @5liveSport: ""My kids saw me in a state that a kid should never see his Dad""

This is powerful stuff: 
Stiliyan Petrov on his brave batt…",100
@CBS,0.0,Sat Nov 04 13:54:31 +0000 2017,1.0,0.0,0.0,Stream the South Carolina Gamecocks at Georgia Bulldogs LIVE today at 3:30PM ET! Try #CBSAllAccess FREE:… https://t.co/f3nZLlh7Vv,101
@CBS,0.6166,Fri Nov 03 00:45:05 +0000 2017,0.776,0.0,0.224,Stream the season premiere of #LifeInPieces tonight at 9:30/8:30c with a FREE trial of #CBSAllAccess:… https://t.co/FMHinKs6si,102
@CBS,0.0,Thu Nov 02 23:02:32 +0000 2017,1.0,0.0,0.0,RT @swatcbs: .@ShemarMoore takes command tonight on the series premiere of #SWAT at 10/9c on @CBS &amp; CBS All Access: https://t.co/ANyt4qF6iF…,103
@CBS,0.6514,Thu Nov 02 19:38:35 +0000 2017,0.797,0.0,0.203,It's almost time! Stream the series premiere of #SWAT tonight at 10/9c with a FREE trial of #CBSAllAccess:… https://t.co/lpPKp9ayTJ,104
@CBS,0.6369,Thu Nov 02 17:38:03 +0000 2017,0.819,0.0,0.181,RT @CBSThisMorning: Listen to @IainLoveTheatre chat w/ @Mistahwax about making @YoungSheldonCBS his own + his love for Broadway &amp; magic: ht…,105
@CBS,0.6514,Thu Nov 02 16:47:35 +0000 2017,0.806,0.0,0.194,The ladies are back! Stream the season premiere of #Mom tonight at 9/8c with a FREE trial of #CBSAllAccess:… https://t.co/y4vL5wMSEM,106
@CBS,0.0,Thu Nov 02 10:09:01 +0000 2017,1.0,0.0,0.0,"Buffalo viewers: Due to NFL, stream the CBS lineup on-demand at https://t.co/bbQB95EVxJ tonight. For more:… https://t.co/u9U9P7Ggqq",107
@CBS,0.0,Thu Nov 02 10:08:01 +0000 2017,1.0,0.0,0.0,"NYC viewers ONLY: Due to NFL, tune in to WLNY for CBS Thursday night lineup, or stream on https://t.co/2XNQAg6gJ6 l… https://t.co/LHJahNFRi3",108
@CBS,0.0,Thu Nov 02 00:24:36 +0000 2017,1.0,0.0,0.0,"Buffalo viewers ONLY: Due to NFL, stream CBS Thursday night lineup on-demand at https://t.co/bbQB95Wwph. For more:… https://t.co/Fzpq2sTzqY",109
@CBS,0.0,Thu Nov 02 00:19:17 +0000 2017,1.0,0.0,0.0,"NYC viewers ONLY: Due to NFL, tune in to WLNY for CBS Thursday night lineup, or stream on https://t.co/2XNQAgnRAE l… https://t.co/fnwck6n2uv",110
@CBS,0.0,Wed Nov 01 17:07:30 +0000 2017,1.0,0.0,0.0,"RT @ManWithAPlan: Hi-five, fans! #ManWithAPlan will premiere Monday, Nov. 13 at 8:30/7:30c on @CBS!🖐🏼 https://t.co/njrMa5S6Qz",111
@CBS,0.8932,Wed Nov 01 00:56:34 +0000 2017,0.457,0.05,0.494,Ready to trick or treat! Celebrate tonight with Michael Jackson's Halloween special on CBS: https://t.co/T3hlVVTfSB… https://t.co/e9ztbUeae0,112
@CBS,0.7959,Tue Oct 31 20:09:21 +0000 2017,0.608,0.0,0.392,Happy #Halloween! Grab your friends and watch Michael Jackson's Halloween tonight: https://t.co/T3hlVVTfSB… https://t.co/Kg5bxNqwTp,113
@CBS,0.7574,Tue Oct 31 17:01:24 +0000 2017,0.533,0.071,0.396,Trick or treat. 🎃 Happy Halloween! Catch up on #MJHalloween now:  https://t.co/T3hlVVTfSB https://t.co/DMyE1q4scs,114
@CBS,0.6124,Tue Oct 31 17:00:06 +0000 2017,0.737,0.0,0.263,RT @swatcbs: Get ready for a thrill ride this Thursday with the series premiere of #SWAT. https://t.co/xz92zXp6kR,115
@CBS,0.6996,Tue Oct 31 14:00:01 +0000 2017,0.734,0.0,0.266,Join the fun with Jim Parsons as Hay Man in Michael Jackson's Halloween! Watch the full special:… https://t.co/Y1FKFnRd0p,116
@CBS,0.0572,Mon Oct 30 22:44:05 +0000 2017,0.892,0.05,0.059,RT @SuperiorDonuts: You won't want to miss the #SuperiorDonuts Season 2 premiere tonight at its new time: 9/8c on CBS &amp; CBS All Access: htt…,117
@CBS,0.2732,Mon Oct 30 22:41:43 +0000 2017,0.89,0.0,0.11,RT @SuperiorDonuts: Should we blindfold @jermaineFOWLER and see how well he can guess the flavor of donuts? #SuperiorDonuts,118
@CBS,0.0,Mon Oct 30 20:00:52 +0000 2017,1.0,0.0,0.0,RT @swatcbs: Sometimes following the rules &amp; doing what's right isn't always the same thing. #SWAT premieres this Thursday at 10/9c on @CBS…,119
@CBS,0.0,Mon Oct 30 20:00:46 +0000 2017,1.0,0.0,0.0,RT @swatcbs: Start breaking down some doors in three days with the series premiere of #SWAT. https://t.co/X8OTd8OE9y,120
@CBS,0.0,Sat Nov 04 13:54:31 +0000 2017,1.0,0.0,0.0,Stream the South Carolina Gamecocks at Georgia Bulldogs LIVE today at 3:30PM ET! Try #CBSAllAccess FREE:… https://t.co/f3nZLlh7Vv,121
@CBS,0.6166,Fri Nov 03 00:45:05 +0000 2017,0.776,0.0,0.224,Stream the season premiere of #LifeInPieces tonight at 9:30/8:30c with a FREE trial of #CBSAllAccess:… https://t.co/FMHinKs6si,122
@CBS,0.0,Thu Nov 02 23:02:32 +0000 2017,1.0,0.0,0.0,RT @swatcbs: .@ShemarMoore takes command tonight on the series premiere of #SWAT at 10/9c on @CBS &amp; CBS All Access: https://t.co/ANyt4qF6iF…,123
@CBS,0.6514,Thu Nov 02 19:38:35 +0000 2017,0.797,0.0,0.203,It's almost time! Stream the series premiere of #SWAT tonight at 10/9c with a FREE trial of #CBSAllAccess:… https://t.co/lpPKp9ayTJ,124
@CBS,0.6369,Thu Nov 02 17:38:03 +0000 2017,0.819,0.0,0.181,RT @CBSThisMorning: Listen to @IainLoveTheatre chat w/ @Mistahwax about making @YoungSheldonCBS his own + his love for Broadway &amp; magic: ht…,125
@CBS,0.6514,Thu Nov 02 16:47:35 +0000 2017,0.806,0.0,0.194,The ladies are back! Stream the season premiere of #Mom tonight at 9/8c with a FREE trial of #CBSAllAccess:… https://t.co/y4vL5wMSEM,126
@CBS,0.0,Thu Nov 02 10:09:01 +0000 2017,1.0,0.0,0.0,"Buffalo viewers: Due to NFL, stream the CBS lineup on-demand at https://t.co/bbQB95EVxJ tonight. For more:… https://t.co/u9U9P7Ggqq",127
@CBS,0.0,Thu Nov 02 10:08:01 +0000 2017,1.0,0.0,0.0,"NYC viewers ONLY: Due to NFL, tune in to WLNY for CBS Thursday night lineup, or stream on https://t.co/2XNQAg6gJ6 l… https://t.co/LHJahNFRi3",128
@CBS,0.0,Thu Nov 02 00:24:36 +0000 2017,1.0,0.0,0.0,"Buffalo viewers ONLY: Due to NFL, stream CBS Thursday night lineup on-demand at https://t.co/bbQB95Wwph. For more:… https://t.co/Fzpq2sTzqY",129
@CBS,0.0,Thu Nov 02 00:19:17 +0000 2017,1.0,0.0,0.0,"NYC viewers ONLY: Due to NFL, tune in to WLNY for CBS Thursday night lineup, or stream on https://t.co/2XNQAgnRAE l… https://t.co/fnwck6n2uv",130
@CBS,0.0,Wed Nov 01 17:07:30 +0000 2017,1.0,0.0,0.0,"RT @ManWithAPlan: Hi-five, fans! #ManWithAPlan will premiere Monday, Nov. 13 at 8:30/7:30c on @CBS!🖐🏼 https://t.co/njrMa5S6Qz",131
@CBS,0.8932,Wed Nov 01 00:56:34 +0000 2017,0.457,0.05,0.494,Ready to trick or treat! Celebrate tonight with Michael Jackson's Halloween special on CBS: https://t.co/T3hlVVTfSB… https://t.co/e9ztbUeae0,132
@CBS,0.7959,Tue Oct 31 20:09:21 +0000 2017,0.608,0.0,0.392,Happy #Halloween! Grab your friends and watch Michael Jackson's Halloween tonight: https://t.co/T3hlVVTfSB… https://t.co/Kg5bxNqwTp,133
@CBS,0.7574,Tue Oct 31 17:01:24 +0000 2017,0.533,0.071,0.396,Trick or treat. 🎃 Happy Halloween! Catch up on #MJHalloween now:  https://t.co/T3hlVVTfSB https://t.co/DMyE1q4scs,134
@CBS,0.6124,Tue Oct 31 17:00:06 +0000 2017,0.737,0.0,0.263,RT @swatcbs: Get ready for a thrill ride this Thursday with the series premiere of #SWAT. https://t.co/xz92zXp6kR,135
@CBS,0.6996,Tue Oct 31 14:00:01 +0000 2017,0.734,0.0,0.266,Join the fun with Jim Parsons as Hay Man in Michael Jackson's Halloween! Watch the full special:… https://t.co/Y1FKFnRd0p,136
@CBS,0.0572,Mon Oct 30 22:44:05 +0000 2017,0.892,0.05,0.059,RT @SuperiorDonuts: You won't want to miss the #SuperiorDonuts Season 2 premiere tonight at its new time: 9/8c on CBS &amp; CBS All Access: htt…,137
@CBS,0.2732,Mon Oct 30 22:41:43 +0000 2017,0.89,0.0,0.11,RT @SuperiorDonuts: Should we blindfold @jermaineFOWLER and see how well he can guess the flavor of donuts? #SuperiorDonuts,138
@CBS,0.0,Mon Oct 30 20:00:52 +0000 2017,1.0,0.0,0.0,RT @swatcbs: Sometimes following the rules &amp; doing what's right isn't always the same thing. #SWAT premieres this Thursday at 10/9c on @CBS…,139
@CBS,0.0,Mon Oct 30 20:00:46 +0000 2017,1.0,0.0,0.0,RT @swatcbs: Start breaking down some doors in three days with the series premiere of #SWAT. https://t.co/X8OTd8OE9y,140
@CBS,0.0,Sat Nov 04 13:54:31 +0000 2017,1.0,0.0,0.0,Stream the South Carolina Gamecocks at Georgia Bulldogs LIVE today at 3:30PM ET! Try #CBSAllAccess FREE:… https://t.co/f3nZLlh7Vv,141
@CBS,0.6166,Fri Nov 03 00:45:05 +0000 2017,0.776,0.0,0.224,Stream the season premiere of #LifeInPieces tonight at 9:30/8:30c with a FREE trial of #CBSAllAccess:… https://t.co/FMHinKs6si,142
@CBS,0.0,Thu Nov 02 23:02:32 +0000 2017,1.0,0.0,0.0,RT @swatcbs: .@ShemarMoore takes command tonight on the series premiere of #SWAT at 10/9c on @CBS &amp; CBS All Access: https://t.co/ANyt4qF6iF…,143
@CBS,0.6514,Thu Nov 02 19:38:35 +0000 2017,0.797,0.0,0.203,It's almost time! Stream the series premiere of #SWAT tonight at 10/9c with a FREE trial of #CBSAllAccess:… https://t.co/lpPKp9ayTJ,144
@CBS,0.6369,Thu Nov 02 17:38:03 +0000 2017,0.819,0.0,0.181,RT @CBSThisMorning: Listen to @IainLoveTheatre chat w/ @Mistahwax about making @YoungSheldonCBS his own + his love for Broadway &amp; magic: ht…,145
@CBS,0.6514,Thu Nov 02 16:47:35 +0000 2017,0.806,0.0,0.194,The ladies are back! Stream the season premiere of #Mom tonight at 9/8c with a FREE trial of #CBSAllAccess:… https://t.co/y4vL5wMSEM,146
@CBS,0.0,Thu Nov 02 10:09:01 +0000 2017,1.0,0.0,0.0,"Buffalo viewers: Due to NFL, stream the CBS lineup on-demand at https://t.co/bbQB95EVxJ tonight. For more:… https://t.co/u9U9P7Ggqq",147
@CBS,0.0,Thu Nov 02 10:08:01 +0000 2017,1.0,0.0,0.0,"NYC viewers ONLY: Due to NFL, tune in to WLNY for CBS Thursday night lineup, or stream on https://t.co/2XNQAg6gJ6 l… https://t.co/LHJahNFRi3",148
@CBS,0.0,Thu Nov 02 00:24:36 +0000 2017,1.0,0.0,0.0,"Buffalo viewers ONLY: Due to NFL, stream CBS Thursday night lineup on-demand at https://t.co/bbQB95Wwph. For more:… https://t.co/Fzpq2sTzqY",149
@CBS,0.0,Thu Nov 02 00:19:17 +0000 2017,1.0,0.0,0.0,"NYC viewers ONLY: Due to NFL, tune in to WLNY for CBS Thursday night lineup, or stream on https://t.co/2XNQAgnRAE l… https://t.co/fnwck6n2uv",150
@CBS,0.0,Wed Nov 01 17:07:30 +0000 2017,1.0,0.0,0.0,"RT @ManWithAPlan: Hi-five, fans! #ManWithAPlan will premiere Monday, Nov. 13 at 8:30/7:30c on @CBS!🖐🏼 https://t.co/njrMa5S6Qz",151
@CBS,0.8932,Wed Nov 01 00:56:34 +0000 2017,0.457,0.05,0.494,Ready to trick or treat! Celebrate tonight with Michael Jackson's Halloween special on CBS: https://t.co/T3hlVVTfSB… https://t.co/e9ztbUeae0,152
@CBS,0.7959,Tue Oct 31 20:09:21 +0000 2017,0.608,0.0,0.392,Happy #Halloween! Grab your friends and watch Michael Jackson's Halloween tonight: https://t.co/T3hlVVTfSB… https://t.co/Kg5bxNqwTp,153
@CBS,0.7574,Tue Oct 31 17:01:24 +0000 2017,0.533,0.071,0.396,Trick or treat. 🎃 Happy Halloween! Catch up on #MJHalloween now:  https://t.co/T3hlVVTfSB https://t.co/DMyE1q4scs,154
@CBS,0.6124,Tue Oct 31 17:00:06 +0000 2017,0.737,0.0,0.263,RT @swatcbs: Get ready for a thrill ride this Thursday with the series premiere of #SWAT. https://t.co/xz92zXp6kR,155
@CBS,0.6996,Tue Oct 31 14:00:01 +0000 2017,0.734,0.0,0.266,Join the fun with Jim Parsons as Hay Man in Michael Jackson's Halloween! Watch the full special:… https://t.co/Y1FKFnRd0p,156
@CBS,0.0572,Mon Oct 30 22:44:05 +0000 2017,0.892,0.05,0.059,RT @SuperiorDonuts: You won't want to miss the #SuperiorDonuts Season 2 premiere tonight at its new time: 9/8c on CBS &amp; CBS All Access: htt…,157
@CBS,0.2732,Mon Oct 30 22:41:43 +0000 2017,0.89,0.0,0.11,RT @SuperiorDonuts: Should we blindfold @jermaineFOWLER and see how well he can guess the flavor of donuts? #SuperiorDonuts,158
@CBS,0.0,Mon Oct 30 20:00:52 +0000 2017,1.0,0.0,0.0,RT @swatcbs: Sometimes following the rules &amp; doing what's right isn't always the same thing. #SWAT premieres this Thursday at 10/9c on @CBS…,159
@CBS,0.0,Mon Oct 30 20:00:46 +0000 2017,1.0,0.0,0.0,RT @swatcbs: Start breaking down some doors in three days with the series premiere of #SWAT. https://t.co/X8OTd8OE9y,160
@CBS,0.0,Sat Nov 04 13:54:31 +0000 2017,1.0,0.0,0.0,Stream the South Carolina Gamecocks at Georgia Bulldogs LIVE today at 3:30PM ET! Try #CBSAllAccess FREE:… https://t.co/f3nZLlh7Vv,161
@CBS,0.6166,Fri Nov 03 00:45:05 +0000 2017,0.776,0.0,0.224,Stream the season premiere of #LifeInPieces tonight at 9:30/8:30c with a FREE trial of #CBSAllAccess:… https://t.co/FMHinKs6si,162
@CBS,0.0,Thu Nov 02 23:02:32 +0000 2017,1.0,0.0,0.0,RT @swatcbs: .@ShemarMoore takes command tonight on the series premiere of #SWAT at 10/9c on @CBS &amp; CBS All Access: https://t.co/ANyt4qF6iF…,163
@CBS,0.6514,Thu Nov 02 19:38:35 +0000 2017,0.797,0.0,0.203,It's almost time! Stream the series premiere of #SWAT tonight at 10/9c with a FREE trial of #CBSAllAccess:… https://t.co/lpPKp9ayTJ,164
@CBS,0.6369,Thu Nov 02 17:38:03 +0000 2017,0.819,0.0,0.181,RT @CBSThisMorning: Listen to @IainLoveTheatre chat w/ @Mistahwax about making @YoungSheldonCBS his own + his love for Broadway &amp; magic: ht…,165
@CBS,0.6514,Thu Nov 02 16:47:35 +0000 2017,0.806,0.0,0.194,The ladies are back! Stream the season premiere of #Mom tonight at 9/8c with a FREE trial of #CBSAllAccess:… https://t.co/y4vL5wMSEM,166
@CBS,0.0,Thu Nov 02 10:09:01 +0000 2017,1.0,0.0,0.0,"Buffalo viewers: Due to NFL, stream the CBS lineup on-demand at https://t.co/bbQB95EVxJ tonight. For more:… https://t.co/u9U9P7Ggqq",167
@CBS,0.0,Thu Nov 02 10:08:01 +0000 2017,1.0,0.0,0.0,"NYC viewers ONLY: Due to NFL, tune in to WLNY for CBS Thursday night lineup, or stream on https://t.co/2XNQAg6gJ6 l… https://t.co/LHJahNFRi3",168
@CBS,0.0,Thu Nov 02 00:24:36 +0000 2017,1.0,0.0,0.0,"Buffalo viewers ONLY: Due to NFL, stream CBS Thursday night lineup on-demand at https://t.co/bbQB95Wwph. For more:… https://t.co/Fzpq2sTzqY",169
@CBS,0.0,Thu Nov 02 00:19:17 +0000 2017,1.0,0.0,0.0,"NYC viewers ONLY: Due to NFL, tune in to WLNY for CBS Thursday night lineup, or stream on https://t.co/2XNQAgnRAE l… https://t.co/fnwck6n2uv",170
@CBS,0.0,Wed Nov 01 17:07:30 +0000 2017,1.0,0.0,0.0,"RT @ManWithAPlan: Hi-five, fans! #ManWithAPlan will premiere Monday, Nov. 13 at 8:30/7:30c on @CBS!🖐🏼 https://t.co/njrMa5S6Qz",171
@CBS,0.8932,Wed Nov 01 00:56:34 +0000 2017,0.457,0.05,0.494,Ready to trick or treat! Celebrate tonight with Michael Jackson's Halloween special on CBS: https://t.co/T3hlVVTfSB… https://t.co/e9ztbUeae0,172
@CBS,0.7959,Tue Oct 31 20:09:21 +0000 2017,0.608,0.0,0.392,Happy #Halloween! Grab your friends and watch Michael Jackson's Halloween tonight: https://t.co/T3hlVVTfSB… https://t.co/Kg5bxNqwTp,173
@CBS,0.7574,Tue Oct 31 17:01:24 +0000 2017,0.533,0.071,0.396,Trick or treat. 🎃 Happy Halloween! Catch up on #MJHalloween now:  https://t.co/T3hlVVTfSB https://t.co/DMyE1q4scs,174
@CBS,0.6124,Tue Oct 31 17:00:06 +0000 2017,0.737,0.0,0.263,RT @swatcbs: Get ready for a thrill ride this Thursday with the series premiere of #SWAT. https://t.co/xz92zXp6kR,175
@CBS,0.6996,Tue Oct 31 14:00:01 +0000 2017,0.734,0.0,0.266,Join the fun with Jim Parsons as Hay Man in Michael Jackson's Halloween! Watch the full special:… https://t.co/Y1FKFnRd0p,176
@CBS,0.0572,Mon Oct 30 22:44:05 +0000 2017,0.892,0.05,0.059,RT @SuperiorDonuts: You won't want to miss the #SuperiorDonuts Season 2 premiere tonight at its new time: 9/8c on CBS &amp; CBS All Access: htt…,177
@CBS,0.2732,Mon Oct 30 22:41:43 +0000 2017,0.89,0.0,0.11,RT @SuperiorDonuts: Should we blindfold @jermaineFOWLER and see how well he can guess the flavor of donuts? #SuperiorDonuts,178
@CBS,0.0,Mon Oct 30 20:00:52 +0000 2017,1.0,0.0,0.0,RT @swatcbs: Sometimes following the rules &amp; doing what's right isn't always the same thing. #SWAT premieres this Thursday at 10/9c on @CBS…,179
@CBS,0.0,Mon Oct 30 20:00:46 +0000 2017,1.0,0.0,0.0,RT @swatcbs: Start breaking down some doors in three days with the series premiere of #SWAT. https://t.co/X8OTd8OE9y,180
@CBS,0.0,Sat Nov 04 13:54:31 +0000 2017,1.0,0.0,0.0,Stream the South Carolina Gamecocks at Georgia Bulldogs LIVE today at 3:30PM ET! Try #CBSAllAccess FREE:… https://t.co/f3nZLlh7Vv,181
@CBS,0.6166,Fri Nov 03 00:45:05 +0000 2017,0.776,0.0,0.224,Stream the season premiere of #LifeInPieces tonight at 9:30/8:30c with a FREE trial of #CBSAllAccess:… https://t.co/FMHinKs6si,182
@CBS,0.0,Thu Nov 02 23:02:32 +0000 2017,1.0,0.0,0.0,RT @swatcbs: .@ShemarMoore takes command tonight on the series premiere of #SWAT at 10/9c on @CBS &amp; CBS All Access: https://t.co/ANyt4qF6iF…,183
@CBS,0.6514,Thu Nov 02 19:38:35 +0000 2017,0.797,0.0,0.203,It's almost time! Stream the series premiere of #SWAT tonight at 10/9c with a FREE trial of #CBSAllAccess:… https://t.co/lpPKp9ayTJ,184
@CBS,0.6369,Thu Nov 02 17:38:03 +0000 2017,0.819,0.0,0.181,RT @CBSThisMorning: Listen to @IainLoveTheatre chat w/ @Mistahwax about making @YoungSheldonCBS his own + his love for Broadway &amp; magic: ht…,185
@CBS,0.6514,Thu Nov 02 16:47:35 +0000 2017,0.806,0.0,0.194,The ladies are back! Stream the season premiere of #Mom tonight at 9/8c with a FREE trial of #CBSAllAccess:… https://t.co/y4vL5wMSEM,186
@CBS,0.0,Thu Nov 02 10:09:01 +0000 2017,1.0,0.0,0.0,"Buffalo viewers: Due to NFL, stream the CBS lineup on-demand at https://t.co/bbQB95EVxJ tonight. For more:… https://t.co/u9U9P7Ggqq",187
@CBS,0.0,Thu Nov 02 10:08:01 +0000 2017,1.0,0.0,0.0,"NYC viewers ONLY: Due to NFL, tune in to WLNY for CBS Thursday night lineup, or stream on https://t.co/2XNQAg6gJ6 l… https://t.co/LHJahNFRi3",188
@CBS,0.0,Thu Nov 02 00:24:36 +0000 2017,1.0,0.0,0.0,"Buffalo viewers ONLY: Due to NFL, stream CBS Thursday night lineup on-demand at https://t.co/bbQB95Wwph. For more:… https://t.co/Fzpq2sTzqY",189
@CBS,0.0,Thu Nov 02 00:19:17 +0000 2017,1.0,0.0,0.0,"NYC viewers ONLY: Due to NFL, tune in to WLNY for CBS Thursday night lineup, or stream on https://t.co/2XNQAgnRAE l… https://t.co/fnwck6n2uv",190
@CBS,0.0,Wed Nov 01 17:07:30 +0000 2017,1.0,0.0,0.0,"RT @ManWithAPlan: Hi-five, fans! #ManWithAPlan will premiere Monday, Nov. 13 at 8:30/7:30c on @CBS!🖐🏼 https://t.co/njrMa5S6Qz",191
@CBS,0.8932,Wed Nov 01 00:56:34 +0000 2017,0.457,0.05,0.494,Ready to trick or treat! Celebrate tonight with Michael Jackson's Halloween special on CBS: https://t.co/T3hlVVTfSB… https://t.co/e9ztbUeae0,192
@CBS,0.7959,Tue Oct 31 20:09:21 +0000 2017,0.608,0.0,0.392,Happy #Halloween! Grab your friends and watch Michael Jackson's Halloween tonight: https://t.co/T3hlVVTfSB… https://t.co/Kg5bxNqwTp,193
@CBS,0.7574,Tue Oct 31 17:01:24 +0000 2017,0.533,0.071,0.396,Trick or treat. 🎃 Happy Halloween! Catch up on #MJHalloween now:  https://t.co/T3hlVVTfSB https://t.co/DMyE1q4scs,194
@CBS,0.6124,Tue Oct 31 17:00:06 +0000 2017,0.737,0.0,0.263,RT @swatcbs: Get ready for a thrill ride this Thursday with the series premiere of #SWAT. https://t.co/xz92zXp6kR,195
@CBS,0.6996,Tue Oct 31 14:00:01 +0000 2017,0.734,0.0,0.266,Join the fun with Jim Parsons as Hay Man in Michael Jackson's Halloween! Watch the full special:… https://t.co/Y1FKFnRd0p,196
@CBS,0.0572,Mon Oct 30 22:44:05 +0000 2017,0.892,0.05,0.059,RT @SuperiorDonuts: You won't want to miss the #SuperiorDonuts Season 2 premiere tonight at its new time: 9/8c on CBS &amp; CBS All Access: htt…,197
@CBS,0.2732,Mon Oct 30 22:41:43 +0000 2017,0.89,0.0,0.11,RT @SuperiorDonuts: Should we blindfold @jermaineFOWLER and see how well he can guess the flavor of donuts? #SuperiorDonuts,198
@CBS,0.0,Mon Oct 30 20:00:52 +0000 2017,1.0,0.0,0.0,RT @swatcbs: Sometimes following the rules &amp; doing what's right isn't always the same thing. #SWAT premieres this Thursday at 10/9c on @CBS…,199
