Account,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago
@CBS,0.0,Mon Oct 30 20:00:46 +0000 2017,1.0,0.0,0.0,RT @swatcbs: Start breaking down some doors in three days with the series premiere of #SWAT. https://t.co/X8OTd8OE9y,200
@CNN,0.0,Sat Nov 04 15:41:43 +0000 2017,1.0,0.0,0.0,Newly released batch of JFK files includes a secret FBI analysis that portrayed Martin Luther King Jr. negatively… https://t.co/mXdHzrCYIZ,201
@CNN,-0.5499,Sat Nov 04 15:22:50 +0000 2017,0.754,0.246,0.0,"The Las Vegas shooter had money troubles prior to the attack, but his motive is still unclear, sheriff says… https://t.co/9gFB44vtEk",202
@CNN,0.34,Sat Nov 04 15:11:34 +0000 2017,0.854,0.0,0.146,Heightened security is being put in place for Sunday's New York City Marathon https://t.co/VRuvf1eGzQ https://t.co/2DbgCxgYF2,203
@CNN,0.0,Sat Nov 04 15:00:14 +0000 2017,1.0,0.0,0.0,"H.W. Bush on Trump: “He’s a blowhard”

George W. Bush on Trump “This guy doesn’t know what it means to be president… https://t.co/V6KSSzShjL",204
@CNN,0.0772,Sat Nov 04 14:50:06 +0000 2017,0.4,0.309,0.291,Argentine men who survived the NYC terror attack call for love and justice as they mourn the loss of five friends… https://t.co/rRkxd0us4E,205
@CNN,0.0,Sat Nov 04 14:46:11 +0000 2017,1.0,0.0,0.0,😱  It's 14 stories high &amp; the birthplace of the first commercial bungee jump. #TheWonderList with @BillWeirCNN gets… https://t.co/sXQM5gkN8K,206
@CNN,0.3818,Sat Nov 04 14:40:02 +0000 2017,0.822,0.0,0.178,"Focused on North Korea, President Trump begins high-stakes Asian diplomacy tour https://t.co/UJbFIsxf73 https://t.co/2CFi37Nt1R",207
@CNN,0.5719,Sat Nov 04 14:29:09 +0000 2017,0.778,0.0,0.222,Could Bernie Sanders have won a primary that wasn't 'rigged'? | Analysis by @zbyronwolf https://t.co/nQnudkwGVk https://t.co/VoW1nG3ebh,208
@CNN,0.0,Sat Nov 04 14:14:12 +0000 2017,1.0,0.0,0.0,Iran commemorated the 38th anniversary of the US Embassy takeover Saturday with a potent display of a missile… https://t.co/zJOBRNj5lL,209
@CNN,-0.8316,Sat Nov 04 14:01:11 +0000 2017,0.532,0.468,0.0,These are the victims of the New York City terror attack https://t.co/wDdmRBEOvr https://t.co/c9fwOuqQdU,210
@CNN,0.5994,Sat Nov 04 13:31:19 +0000 2017,0.804,0.0,0.196,Nintendo has released its redesign for Super Mario. Here's a look at how a gaming icon is re-invented.… https://t.co/1MSVxZySme,211
@CNN,-0.8074,Sat Nov 04 13:23:16 +0000 2017,0.518,0.375,0.107,"The Argentine men who survived the NY terror attack plead for ""love"" and ""justice"" as they mourn loss of 5 friends… https://t.co/LlGHUevSF3",212
@CNN,0.296,Sat Nov 04 13:01:08 +0000 2017,0.879,0.0,0.121,School buses with WiFi are helping children connect to the internet and bridge the technology divide… https://t.co/mg5AD3G3kO,213
@CNN,0.0,Sat Nov 04 12:44:20 +0000 2017,1.0,0.0,0.0,"George H.W. Bush calls President Trump a ""blowhard"" in his new book https://t.co/SwSnr8S4oZ https://t.co/1slS9pcScY",214
@CNN,-0.6597,Sat Nov 04 12:31:06 +0000 2017,0.784,0.216,0.0,"A biologic mechanism in yeast cells may explain the relationship between sugar and cancer, a new study suggests… https://t.co/v82CerMx1t",215
@CNN,0.0,Sat Nov 04 12:01:08 +0000 2017,1.0,0.0,0.0,"Skyrocketing sales of Lego's ""Women of NASA"" set landed it atop list of Amazon's best-selling toys in just 24 hours… https://t.co/qPORNcO4Xl",216
@CNN,0.0,Sat Nov 04 11:31:34 +0000 2017,1.0,0.0,0.0,"Carbon dioxide levels in the atmosphere hit record high in 2016, a World Meteorological Organization report says… https://t.co/wHXvyWzSvN",217
@CNN,-0.5574,Sat Nov 04 11:01:07 +0000 2017,0.739,0.261,0.0,"A month after the Las Vegas shooting, there's still no bump fire stock regulation https://t.co/jVJceHqECm https://t.co/FqmXcl9Fyr",218
@CNN,-0.0258,Sat Nov 04 10:01:07 +0000 2017,0.723,0.14,0.136,"Former DNC chair torches Clinton in new book, alleging unethical agreement was signed between the campaign and DNC… https://t.co/ytV7opz9DX",219
@CNN,0.0,Sat Nov 04 09:31:07 +0000 2017,1.0,0.0,0.0,"Men and women who use marijuana regularly have more sex than those who don't, a new study shows… https://t.co/u6a9dFwd3A",220
@CNN,0.0,Sat Nov 04 15:41:43 +0000 2017,1.0,0.0,0.0,Newly released batch of JFK files includes a secret FBI analysis that portrayed Martin Luther King Jr. negatively… https://t.co/mXdHzrCYIZ,221
@CNN,-0.5499,Sat Nov 04 15:22:50 +0000 2017,0.754,0.246,0.0,"The Las Vegas shooter had money troubles prior to the attack, but his motive is still unclear, sheriff says… https://t.co/9gFB44vtEk",222
@CNN,0.34,Sat Nov 04 15:11:34 +0000 2017,0.854,0.0,0.146,Heightened security is being put in place for Sunday's New York City Marathon https://t.co/VRuvf1eGzQ https://t.co/2DbgCxgYF2,223
@CNN,0.0,Sat Nov 04 15:00:14 +0000 2017,1.0,0.0,0.0,"H.W. Bush on Trump: “He’s a blowhard”

George W. Bush on Trump “This guy doesn’t know what it means to be president… https://t.co/V6KSSzShjL",224
@CNN,0.0772,Sat Nov 04 14:50:06 +0000 2017,0.4,0.309,0.291,Argentine men who survived the NYC terror attack call for love and justice as they mourn the loss of five friends… https://t.co/rRkxd0us4E,225
@CNN,0.0,Sat Nov 04 14:46:11 +0000 2017,1.0,0.0,0.0,😱  It's 14 stories high &amp; the birthplace of the first commercial bungee jump. #TheWonderList with @BillWeirCNN gets… https://t.co/sXQM5gkN8K,226
@CNN,0.3818,Sat Nov 04 14:40:02 +0000 2017,0.822,0.0,0.178,"Focused on North Korea, President Trump begins high-stakes Asian diplomacy tour https://t.co/UJbFIsxf73 https://t.co/2CFi37Nt1R",227
@CNN,0.5719,Sat Nov 04 14:29:09 +0000 2017,0.778,0.0,0.222,Could Bernie Sanders have won a primary that wasn't 'rigged'? | Analysis by @zbyronwolf https://t.co/nQnudkwGVk https://t.co/VoW1nG3ebh,228
@CNN,0.0,Sat Nov 04 14:14:12 +0000 2017,1.0,0.0,0.0,Iran commemorated the 38th anniversary of the US Embassy takeover Saturday with a potent display of a missile… https://t.co/zJOBRNj5lL,229
@CNN,-0.8316,Sat Nov 04 14:01:11 +0000 2017,0.532,0.468,0.0,These are the victims of the New York City terror attack https://t.co/wDdmRBEOvr https://t.co/c9fwOuqQdU,230
@CNN,0.5994,Sat Nov 04 13:31:19 +0000 2017,0.804,0.0,0.196,Nintendo has released its redesign for Super Mario. Here's a look at how a gaming icon is re-invented.… https://t.co/1MSVxZySme,231
@CNN,-0.8074,Sat Nov 04 13:23:16 +0000 2017,0.518,0.375,0.107,"The Argentine men who survived the NY terror attack plead for ""love"" and ""justice"" as they mourn loss of 5 friends… https://t.co/LlGHUevSF3",232
@CNN,0.296,Sat Nov 04 13:01:08 +0000 2017,0.879,0.0,0.121,School buses with WiFi are helping children connect to the internet and bridge the technology divide… https://t.co/mg5AD3G3kO,233
@CNN,0.0,Sat Nov 04 12:44:20 +0000 2017,1.0,0.0,0.0,"George H.W. Bush calls President Trump a ""blowhard"" in his new book https://t.co/SwSnr8S4oZ https://t.co/1slS9pcScY",234
@CNN,-0.6597,Sat Nov 04 12:31:06 +0000 2017,0.784,0.216,0.0,"A biologic mechanism in yeast cells may explain the relationship between sugar and cancer, a new study suggests… https://t.co/v82CerMx1t",235
@CNN,0.0,Sat Nov 04 12:01:08 +0000 2017,1.0,0.0,0.0,"Skyrocketing sales of Lego's ""Women of NASA"" set landed it atop list of Amazon's best-selling toys in just 24 hours… https://t.co/qPORNcO4Xl",236
@CNN,0.0,Sat Nov 04 11:31:34 +0000 2017,1.0,0.0,0.0,"Carbon dioxide levels in the atmosphere hit record high in 2016, a World Meteorological Organization report says… https://t.co/wHXvyWzSvN",237
@CNN,-0.5574,Sat Nov 04 11:01:07 +0000 2017,0.739,0.261,0.0,"A month after the Las Vegas shooting, there's still no bump fire stock regulation https://t.co/jVJceHqECm https://t.co/FqmXcl9Fyr",238
@CNN,-0.0258,Sat Nov 04 10:01:07 +0000 2017,0.723,0.14,0.136,"Former DNC chair torches Clinton in new book, alleging unethical agreement was signed between the campaign and DNC… https://t.co/ytV7opz9DX",239
@CNN,0.0,Sat Nov 04 09:31:07 +0000 2017,1.0,0.0,0.0,"Men and women who use marijuana regularly have more sex than those who don't, a new study shows… https://t.co/u6a9dFwd3A",240
@CNN,0.0,Sat Nov 04 15:41:43 +0000 2017,1.0,0.0,0.0,Newly released batch of JFK files includes a secret FBI analysis that portrayed Martin Luther King Jr. negatively… https://t.co/mXdHzrCYIZ,241
@CNN,-0.5499,Sat Nov 04 15:22:50 +0000 2017,0.754,0.246,0.0,"The Las Vegas shooter had money troubles prior to the attack, but his motive is still unclear, sheriff says… https://t.co/9gFB44vtEk",242
@CNN,0.34,Sat Nov 04 15:11:34 +0000 2017,0.854,0.0,0.146,Heightened security is being put in place for Sunday's New York City Marathon https://t.co/VRuvf1eGzQ https://t.co/2DbgCxgYF2,243
@CNN,0.0,Sat Nov 04 15:00:14 +0000 2017,1.0,0.0,0.0,"H.W. Bush on Trump: “He’s a blowhard”

George W. Bush on Trump “This guy doesn’t know what it means to be president… https://t.co/V6KSSzShjL",244
@CNN,0.0772,Sat Nov 04 14:50:06 +0000 2017,0.4,0.309,0.291,Argentine men who survived the NYC terror attack call for love and justice as they mourn the loss of five friends… https://t.co/rRkxd0us4E,245
@CNN,0.0,Sat Nov 04 14:46:11 +0000 2017,1.0,0.0,0.0,😱  It's 14 stories high &amp; the birthplace of the first commercial bungee jump. #TheWonderList with @BillWeirCNN gets… https://t.co/sXQM5gkN8K,246
@CNN,0.3818,Sat Nov 04 14:40:02 +0000 2017,0.822,0.0,0.178,"Focused on North Korea, President Trump begins high-stakes Asian diplomacy tour https://t.co/UJbFIsxf73 https://t.co/2CFi37Nt1R",247
@CNN,0.5719,Sat Nov 04 14:29:09 +0000 2017,0.778,0.0,0.222,Could Bernie Sanders have won a primary that wasn't 'rigged'? | Analysis by @zbyronwolf https://t.co/nQnudkwGVk https://t.co/VoW1nG3ebh,248
@CNN,0.0,Sat Nov 04 14:14:12 +0000 2017,1.0,0.0,0.0,Iran commemorated the 38th anniversary of the US Embassy takeover Saturday with a potent display of a missile… https://t.co/zJOBRNj5lL,249
@CNN,-0.8316,Sat Nov 04 14:01:11 +0000 2017,0.532,0.468,0.0,These are the victims of the New York City terror attack https://t.co/wDdmRBEOvr https://t.co/c9fwOuqQdU,250
@CNN,0.5994,Sat Nov 04 13:31:19 +0000 2017,0.804,0.0,0.196,Nintendo has released its redesign for Super Mario. Here's a look at how a gaming icon is re-invented.… https://t.co/1MSVxZySme,251
@CNN,-0.8074,Sat Nov 04 13:23:16 +0000 2017,0.518,0.375,0.107,"The Argentine men who survived the NY terror attack plead for ""love"" and ""justice"" as they mourn loss of 5 friends… https://t.co/LlGHUevSF3",252
@CNN,0.296,Sat Nov 04 13:01:08 +0000 2017,0.879,0.0,0.121,School buses with WiFi are helping children connect to the internet and bridge the technology divide… https://t.co/mg5AD3G3kO,253
@CNN,0.0,Sat Nov 04 12:44:20 +0000 2017,1.0,0.0,0.0,"George H.W. Bush calls President Trump a ""blowhard"" in his new book https://t.co/SwSnr8S4oZ https://t.co/1slS9pcScY",254
@CNN,-0.6597,Sat Nov 04 12:31:06 +0000 2017,0.784,0.216,0.0,"A biologic mechanism in yeast cells may explain the relationship between sugar and cancer, a new study suggests… https://t.co/v82CerMx1t",255
@CNN,0.0,Sat Nov 04 12:01:08 +0000 2017,1.0,0.0,0.0,"Skyrocketing sales of Lego's ""Women of NASA"" set landed it atop list of Amazon's best-selling toys in just 24 hours… https://t.co/qPORNcO4Xl",256
@CNN,0.0,Sat Nov 04 11:31:34 +0000 2017,1.0,0.0,0.0,"Carbon dioxide levels in the atmosphere hit record high in 2016, a World Meteorological Organization report says… https://t.co/wHXvyWzSvN",257
@CNN,-0.5574,Sat Nov 04 11:01:07 +0000 2017,0.739,0.261,0.0,"A month after the Las Vegas shooting, there's still no bump fire stock regulation https://t.co/jVJceHqECm https://t.co/FqmXcl9Fyr",258
@CNN,-0.0258,Sat Nov 04 10:01:07 +0000 2017,0.723,0.14,0.136,"Former DNC chair torches Clinton in new book, alleging unethical agreement was signed between the campaign and DNC… https://t.co/ytV7opz9DX",259
@CNN,0.0,Sat Nov 04 09:31:07 +0000 2017,1.0,0.0,0.0,"Men and women who use marijuana regularly have more sex than those who don't, a new study shows… https://t.co/u6a9dFwd3A",260
@CNN,0.0,Sat Nov 04 15:41:43 +0000 2017,1.0,0.0,0.0,Newly released batch of JFK files includes a secret FBI analysis that portrayed Martin Luther King Jr. negatively… https://t.co/mXdHzrCYIZ,261
@CNN,-0.5499,Sat Nov 04 15:22:50 +0000 2017,0.754,0.246,0.0,"The Las Vegas shooter had money troubles prior to the attack, but his motive is still unclear, sheriff says… https://t.co/9gFB44vtEk",262
@CNN,0.34,Sat Nov 04 15:11:34 +0000 2017,0.854,0.0,0.146,Heightened security is being put in place for Sunday's New York City Marathon https://t.co/VRuvf1eGzQ https://t.co/2DbgCxgYF2,263
@CNN,0.0,Sat Nov 04 15:00:14 +0000 2017,1.0,0.0,0.0,"H.W. Bush on Trump: “He’s a blowhard”

George W. Bush on Trump “This guy doesn’t know what it means to be president… https://t.co/V6KSSzShjL",264
@CNN,0.0772,Sat Nov 04 14:50:06 +0000 2017,0.4,0.309,0.291,Argentine men who survived the NYC terror attack call for love and justice as they mourn the loss of five friends… https://t.co/rRkxd0us4E,265
@CNN,0.0,Sat Nov 04 14:46:11 +0000 2017,1.0,0.0,0.0,😱  It's 14 stories high &amp; the birthplace of the first commercial bungee jump. #TheWonderList with @BillWeirCNN gets… https://t.co/sXQM5gkN8K,266
@CNN,0.3818,Sat Nov 04 14:40:02 +0000 2017,0.822,0.0,0.178,"Focused on North Korea, President Trump begins high-stakes Asian diplomacy tour https://t.co/UJbFIsxf73 https://t.co/2CFi37Nt1R",267
@CNN,0.5719,Sat Nov 04 14:29:09 +0000 2017,0.778,0.0,0.222,Could Bernie Sanders have won a primary that wasn't 'rigged'? | Analysis by @zbyronwolf https://t.co/nQnudkwGVk https://t.co/VoW1nG3ebh,268
@CNN,0.0,Sat Nov 04 14:14:12 +0000 2017,1.0,0.0,0.0,Iran commemorated the 38th anniversary of the US Embassy takeover Saturday with a potent display of a missile… https://t.co/zJOBRNj5lL,269
@CNN,-0.8316,Sat Nov 04 14:01:11 +0000 2017,0.532,0.468,0.0,These are the victims of the New York City terror attack https://t.co/wDdmRBEOvr https://t.co/c9fwOuqQdU,270
@CNN,0.5994,Sat Nov 04 13:31:19 +0000 2017,0.804,0.0,0.196,Nintendo has released its redesign for Super Mario. Here's a look at how a gaming icon is re-invented.… https://t.co/1MSVxZySme,271
@CNN,-0.8074,Sat Nov 04 13:23:16 +0000 2017,0.518,0.375,0.107,"The Argentine men who survived the NY terror attack plead for ""love"" and ""justice"" as they mourn loss of 5 friends… https://t.co/LlGHUevSF3",272
@CNN,0.296,Sat Nov 04 13:01:08 +0000 2017,0.879,0.0,0.121,School buses with WiFi are helping children connect to the internet and bridge the technology divide… https://t.co/mg5AD3G3kO,273
@CNN,0.0,Sat Nov 04 12:44:20 +0000 2017,1.0,0.0,0.0,"George H.W. Bush calls President Trump a ""blowhard"" in his new book https://t.co/SwSnr8S4oZ https://t.co/1slS9pcScY",274
@CNN,-0.6597,Sat Nov 04 12:31:06 +0000 2017,0.784,0.216,0.0,"A biologic mechanism in yeast cells may explain the relationship between sugar and cancer, a new study suggests… https://t.co/v82CerMx1t",275
@CNN,0.0,Sat Nov 04 12:01:08 +0000 2017,1.0,0.0,0.0,"Skyrocketing sales of Lego's ""Women of NASA"" set landed it atop list of Amazon's best-selling toys in just 24 hours… https://t.co/qPORNcO4Xl",276
@CNN,0.0,Sat Nov 04 11:31:34 +0000 2017,1.0,0.0,0.0,"Carbon dioxide levels in the atmosphere hit record high in 2016, a World Meteorological Organization report says… https://t.co/wHXvyWzSvN",277
@CNN,-0.5574,Sat Nov 04 11:01:07 +0000 2017,0.739,0.261,0.0,"A month after the Las Vegas shooting, there's still no bump fire stock regulation https://t.co/jVJceHqECm https://t.co/FqmXcl9Fyr",278
@CNN,-0.0258,Sat Nov 04 10:01:07 +0000 2017,0.723,0.14,0.136,"Former DNC chair torches Clinton in new book, alleging unethical agreement was signed between the campaign and DNC… https://t.co/ytV7opz9DX",279
@CNN,0.0,Sat Nov 04 09:31:07 +0000 2017,1.0,0.0,0.0,"Men and women who use marijuana regularly have more sex than those who don't, a new study shows… https://t.co/u6a9dFwd3A",280
@CNN,0.0,Sat Nov 04 15:41:43 +0000 2017,1.0,0.0,0.0,Newly released batch of JFK files includes a secret FBI analysis that portrayed Martin Luther King Jr. negatively… https://t.co/mXdHzrCYIZ,281
@CNN,-0.5499,Sat Nov 04 15:22:50 +0000 2017,0.754,0.246,0.0,"The Las Vegas shooter had money troubles prior to the attack, but his motive is still unclear, sheriff says… https://t.co/9gFB44vtEk",282
@CNN,0.34,Sat Nov 04 15:11:34 +0000 2017,0.854,0.0,0.146,Heightened security is being put in place for Sunday's New York City Marathon https://t.co/VRuvf1eGzQ https://t.co/2DbgCxgYF2,283
@CNN,0.0,Sat Nov 04 15:00:14 +0000 2017,1.0,0.0,0.0,"H.W. Bush on Trump: “He’s a blowhard”

George W. Bush on Trump “This guy doesn’t know what it means to be president… https://t.co/V6KSSzShjL",284
@CNN,0.0772,Sat Nov 04 14:50:06 +0000 2017,0.4,0.309,0.291,Argentine men who survived the NYC terror attack call for love and justice as they mourn the loss of five friends… https://t.co/rRkxd0us4E,285
@CNN,0.0,Sat Nov 04 14:46:11 +0000 2017,1.0,0.0,0.0,😱  It's 14 stories high &amp; the birthplace of the first commercial bungee jump. #TheWonderList with @BillWeirCNN gets… https://t.co/sXQM5gkN8K,286
@CNN,0.3818,Sat Nov 04 14:40:02 +0000 2017,0.822,0.0,0.178,"Focused on North Korea, President Trump begins high-stakes Asian diplomacy tour https://t.co/UJbFIsxf73 https://t.co/2CFi37Nt1R",287
@CNN,0.5719,Sat Nov 04 14:29:09 +0000 2017,0.778,0.0,0.222,Could Bernie Sanders have won a primary that wasn't 'rigged'? | Analysis by @zbyronwolf https://t.co/nQnudkwGVk https://t.co/VoW1nG3ebh,288
@CNN,0.0,Sat Nov 04 14:14:12 +0000 2017,1.0,0.0,0.0,Iran commemorated the 38th anniversary of the US Embassy takeover Saturday with a potent display of a missile… https://t.co/zJOBRNj5lL,289
@CNN,-0.8316,Sat Nov 04 14:01:11 +0000 2017,0.532,0.468,0.0,These are the victims of the New York City terror attack https://t.co/wDdmRBEOvr https://t.co/c9fwOuqQdU,290
@CNN,0.5994,Sat Nov 04 13:31:19 +0000 2017,0.804,0.0,0.196,Nintendo has released its redesign for Super Mario. Here's a look at how a gaming icon is re-invented.… https://t.co/1MSVxZySme,291
@CNN,-0.8074,Sat Nov 04 13:23:16 +0000 2017,0.518,0.375,0.107,"The Argentine men who survived the NY terror attack plead for ""love"" and ""justice"" as they mourn loss of 5 friends… https://t.co/LlGHUevSF3",292
@CNN,0.296,Sat Nov 04 13:01:08 +0000 2017,0.879,0.0,0.121,School buses with WiFi are helping children connect to the internet and bridge the technology divide… https://t.co/mg5AD3G3kO,293
@CNN,0.0,Sat Nov 04 12:44:20 +0000 2017,1.0,0.0,0.0,"George H.W. Bush calls President Trump a ""blowhard"" in his new book https://t.co/SwSnr8S4oZ https://t.co/1slS9pcScY",294
@CNN,-0.6597,Sat Nov 04 12:31:06 +0000 2017,0.784,0.216,0.0,"A biologic mechanism in yeast cells may explain the relationship between sugar and cancer, a new study suggests… https://t.co/v82CerMx1t",295
@CNN,0.0,Sat Nov 04 12:01:08 +0000 2017,1.0,0.0,0.0,"Skyrocketing sales of Lego's ""Women of NASA"" set landed it atop list of Amazon's best-selling toys in just 24 hours… https://t.co/qPORNcO4Xl",296
@CNN,0.0,Sat Nov 04 11:31:34 +0000 2017,1.0,0.0,0.0,"Carbon dioxide levels in the atmosphere hit record high in 2016, a World Meteorological Organization report says… https://t.co/wHXvyWzSvN",297
@CNN,-0.5574,Sat Nov 04 11:01:07 +0000 2017,0.739,0.261,0.0,"A month after the Las Vegas shooting, there's still no bump fire stock regulation https://t.co/jVJceHqECm https://t.co/FqmXcl9Fyr",298
@CNN,-0.0258,Sat Nov 04 10:01:07 +0000 2017,0.723,0.14,0.136,"Former DNC chair torches Clinton in new book, alleging unethical agreement was signed between the campaign and DNC… https://t.co/ytV7opz9DX",299
@CNN,0.0,Sat Nov 04 09:31:07 +0000 2017,1.0,0.0,0.0,"Men and women who use marijuana regularly have more sex than those who don't, a new study shows… https://t.co/u6a9dFwd3A",300
@FoxNews,0.2732,Sat Nov 04 15:45:03 +0000 2017,0.798,0.075,0.127,".@gen_jackkeane on Bergdahl sentencing: ""The military judge in this case - he clearly, in my judgment, made just a… https://t.co/ouxGSXk3RH",301
@FoxNews,-0.0572,Sat Nov 04 15:41:49 +0000 2017,0.933,0.067,0.0,".@mchooyah: ""[The Obama Administration] didn't want to talk about the relationship between the Iranians and Al Qaed… https://t.co/KuMeHQLZhP",302
@FoxNews,0.0,Sat Nov 04 15:39:21 +0000 2017,1.0,0.0,0.0,".@mchooyah on Bowe Bergdahl: ""The bare minimum should've been 17 years and a dishonorable discharge."" https://t.co/DURJOIbGGc",303
@FoxNews,0.0772,Sat Nov 04 15:33:06 +0000 2017,0.909,0.0,0.091,".@Jehmu: ""I want to buy that rogue [Twitter] employee a beer, on me."" #BullsandBears https://t.co/Y9zyh2HLkT",304
@FoxNews,0.0,Sat Nov 04 15:26:57 +0000 2017,1.0,0.0,0.0,".@realamymholmes: ""We're learning that Google and their algorithm might be pushing down conservative results on sea… https://t.co/C8H4wW8J17",305
@FoxNews,0.0,Sat Nov 04 15:20:33 +0000 2017,1.0,0.0,0.0,.@GeorgeHWBush calls @POTUS a 'blowhard' in new book https://t.co/78NrX4KDLn https://t.co/fuOTdfOcAY,306
@FoxNews,-0.8442,Sat Nov 04 15:18:18 +0000 2017,0.633,0.367,0.0,".@AmbJohnBolton: ""Asia itself faces an increasing terrorist threat in Indonesia, in the Philippines, and elsewhere.… https://t.co/LGvu4txAPW",307
@FoxNews,0.0,Sat Nov 04 15:18:05 +0000 2017,1.0,0.0,0.0,"TOMORROW on @FoxNewsSunday, Chris Wallace speaks exclusively to @SpeakerRyan - Tune in at 2p &amp; 10p ET on Fox News C… https://t.co/xmxjwybEg1",308
@FoxNews,-0.2755,Sat Nov 04 15:11:17 +0000 2017,0.86,0.14,0.0,"George H.W. Bush calls Trump a 'blowhard' in new book: 'I don't like him'

https://t.co/7vcerkPi7m",309
@FoxNews,-0.8402,Sat Nov 04 15:03:21 +0000 2017,0.68,0.32,0.0,".@MichaelGWaltz: ""I'm devastated, and I'm devastated for my men who were baited into ambushes looking for [Bowe Ber… https://t.co/GYEaBCg60S",310
@FoxNews,0.0,Sat Nov 04 15:03:02 +0000 2017,1.0,0.0,0.0,"TONIGHT on ""Justice,"" @JudgeJeanine talks to @SebGorka - Tune in at 9p ET on Fox News Channel! https://t.co/FfOAxsnxC6",311
@FoxNews,0.0276,Sat Nov 04 14:57:57 +0000 2017,0.605,0.196,0.199,".@DavidAsmanfox: ""It's kind of rich for Democrats to be arguing that it's going to increase the debt when it double… https://t.co/WJGDzwXFdS",312
@FoxNews,0.0,Sat Nov 04 14:55:29 +0000 2017,1.0,0.0,0.0,.@SebGorka responds to a poll that showed 44 percent of American millennials would prefer a socialist nation.… https://t.co/x95lg3nScN,313
@FoxNews,0.0,Sat Nov 04 14:51:57 +0000 2017,1.0,0.0,0.0,".@SebGorka: ""If there's anything untoward and undemocratic it's on the left in the last election."" https://t.co/zSRFJ8S7eG",314
@FoxNews,-0.5267,Sat Nov 04 14:44:10 +0000 2017,0.825,0.175,0.0,".@AlanDersh: ""Nothing was violated if and when Donald Trump and the campaign 'colluded' with the Russians."" https://t.co/EXuEM1Dbc2",315
@FoxNews,0.0,Sat Nov 04 14:40:35 +0000 2017,1.0,0.0,0.0,"Sgt. Morita: ""We have these injuries &amp; scars that are always going to be permanent and yet [Bowe Bergdahl's] going… https://t.co/mg19pQaoyH",316
@FoxNews,-0.2755,Sat Nov 04 14:37:38 +0000 2017,0.909,0.091,0.0,".@dbongino: ""We are the least sinners of all the countries on Earth, and if you don't like the country, buy a 1-way… https://t.co/0Z8xPmCoAS",317
@FoxNews,0.0,Sat Nov 04 14:27:46 +0000 2017,1.0,0.0,0.0,".@emilyjashinsky: ""@donnabrazile, when she was Vice Chair, was feeding questions that she had at @CNN back to the C… https://t.co/qpoByEUtbd",318
@FoxNews,0.0,Sat Nov 04 14:17:24 +0000 2017,1.0,0.0,0.0,"On #BullsandBears, @T_S_P_O_O_K_Y slammed the Diversity Lottery Visa Program. https://t.co/EKtrWNqhMk",319
@FoxNews,-0.296,Sat Nov 04 14:11:08 +0000 2017,0.891,0.109,0.0,".@T_S_P_O_O_K_Y: ""No one is anti-immigration. People that I know are anti-'the idea that people can come here and m… https://t.co/Ss4P2ndRo8",320
@FoxNews,0.2732,Sat Nov 04 15:45:03 +0000 2017,0.798,0.075,0.127,".@gen_jackkeane on Bergdahl sentencing: ""The military judge in this case - he clearly, in my judgment, made just a… https://t.co/ouxGSXk3RH",321
@FoxNews,-0.0572,Sat Nov 04 15:41:49 +0000 2017,0.933,0.067,0.0,".@mchooyah: ""[The Obama Administration] didn't want to talk about the relationship between the Iranians and Al Qaed… https://t.co/KuMeHQLZhP",322
@FoxNews,0.0,Sat Nov 04 15:39:21 +0000 2017,1.0,0.0,0.0,".@mchooyah on Bowe Bergdahl: ""The bare minimum should've been 17 years and a dishonorable discharge."" https://t.co/DURJOIbGGc",323
@FoxNews,0.0772,Sat Nov 04 15:33:06 +0000 2017,0.909,0.0,0.091,".@Jehmu: ""I want to buy that rogue [Twitter] employee a beer, on me."" #BullsandBears https://t.co/Y9zyh2HLkT",324
@FoxNews,0.0,Sat Nov 04 15:26:57 +0000 2017,1.0,0.0,0.0,".@realamymholmes: ""We're learning that Google and their algorithm might be pushing down conservative results on sea… https://t.co/C8H4wW8J17",325
@FoxNews,0.0,Sat Nov 04 15:20:33 +0000 2017,1.0,0.0,0.0,.@GeorgeHWBush calls @POTUS a 'blowhard' in new book https://t.co/78NrX4KDLn https://t.co/fuOTdfOcAY,326
@FoxNews,-0.8442,Sat Nov 04 15:18:18 +0000 2017,0.633,0.367,0.0,".@AmbJohnBolton: ""Asia itself faces an increasing terrorist threat in Indonesia, in the Philippines, and elsewhere.… https://t.co/LGvu4txAPW",327
@FoxNews,0.0,Sat Nov 04 15:18:05 +0000 2017,1.0,0.0,0.0,"TOMORROW on @FoxNewsSunday, Chris Wallace speaks exclusively to @SpeakerRyan - Tune in at 2p &amp; 10p ET on Fox News C… https://t.co/xmxjwybEg1",328
@FoxNews,-0.2755,Sat Nov 04 15:11:17 +0000 2017,0.86,0.14,0.0,"George H.W. Bush calls Trump a 'blowhard' in new book: 'I don't like him'

https://t.co/7vcerkPi7m",329
@FoxNews,-0.8402,Sat Nov 04 15:03:21 +0000 2017,0.68,0.32,0.0,".@MichaelGWaltz: ""I'm devastated, and I'm devastated for my men who were baited into ambushes looking for [Bowe Ber… https://t.co/GYEaBCg60S",330
@FoxNews,0.0,Sat Nov 04 15:03:02 +0000 2017,1.0,0.0,0.0,"TONIGHT on ""Justice,"" @JudgeJeanine talks to @SebGorka - Tune in at 9p ET on Fox News Channel! https://t.co/FfOAxsnxC6",331
